year_quarter,sector,rating,next_rating,observed,recalculated
2011-07-01,public,AAA,B,0.0,0.0
2011-07-01,public,AAA,BB,0.0,0.0
2011-07-01,public,AAA,BBB,0.0,0.0
2011-07-01,public,AAA,C,0.0,0.0
2011-07-01,public,AAA,D,0.0,0.0
2011-07-01,public,BB,A,0.0,0.0
2011-07-01,public,BB,AAA,0.0,0.0
2011-07-01,public,BB,B,0.0,0.0
2011-07-01,public,BB,BB,0.0,1.0
2011-07-01,public,BB,BBB,0.0,0.0
2011-07-01,public,BB,C,0.0,0.0
2011-07-01,public,BB,D,0.0,0.0
2011-07-01,public,BBB,A,0.0,7.667904935004799e-06
2011-07-01,public,BBB,AAA,0.0,0.0
2011-07-01,public,BBB,B,0.0,0.0
2011-07-01,public,BBB,BB,0.0,0.0
2011-07-01,public,BBB,BBB,0.0,0.999992332095065
2011-07-01,public,BBB,C,0.0,0.0
2011-07-01,public,BBB,D,0.0,0.0
2011-10-01,public,A,A,1.0,0.7964360254356887
2011-10-01,public,A,AAA,0.0,0.20351904498815454
2011-10-01,public,A,B,0.0,0.0
2011-10-01,public,A,BB,0.0,0.0
2011-10-01,public,A,BBB,0.0,4.492957615677488e-05
2011-10-01,public,A,C,0.0,0.0
2011-10-01,public,A,D,0.0,0.0
2011-10-01,public,AAA,A,0.0,4.3278810875944225e-05
2011-10-01,public,AAA,AAA,1.0,0.999956721189124
2011-10-01,public,AAA,B,0.0,0.0
2011-10-01,public,AAA,BB,0.0,0.0
2011-10-01,public,AAA,BBB,0.0,0.0
2011-10-01,public,AAA,C,0.0,0.0
2011-10-01,public,AAA,D,0.0,0.0
2011-10-01,public,BB,A,0.0,0.0
2011-10-01,public,BB,AAA,0.0,0.0
2011-10-01,public,BB,B,0.0,0.0
2011-10-01,public,BB,BB,0.0,1.0
2011-10-01,public,BB,BBB,0.0,0.0
2011-10-01,public,BB,C,0.0,0.0
2011-10-01,public,BB,D,0.0,0.0
2011-10-01,public,BBB,A,0.0,0.3435110017936208
2011-10-01,public,BBB,AAA,0.0,0.0
2011-10-01,public,BBB,B,0.0,0.0
2011-10-01,public,BBB,BB,0.0,0.0
2011-10-01,public,BBB,BBB,0.0,0.6564889982063792
2011-10-01,public,BBB,C,0.0,0.0
2011-10-01,public,BBB,D,0.0,0.0
2012-01-01,public,A,A,1.0,0.7964360254356887
2012-01-01,public,A,AAA,0.0,0.20351904498815454
2012-01-01,public,A,B,0.0,0.0
2012-01-01,public,A,BB,0.0,0.0
2012-01-01,public,A,BBB,0.0,4.492957615677488e-05
2012-01-01,public,A,C,0.0,0.0
2012-01-01,public,A,D,0.0,0.0
2012-01-01,public,AAA,A,0.0,4.3278810875944225e-05
2012-01-01,public,AAA,AAA,1.0,0.999956721189124
2012-01-01,public,AAA,B,0.0,0.0
2012-01-01,public,AAA,BB,0.0,0.0
2012-01-01,public,AAA,BBB,0.0,0.0
2012-01-01,public,AAA,C,0.0,0.0
2012-01-01,public,AAA,D,0.0,0.0
2012-01-01,public,BB,A,0.0,0.0
2012-01-01,public,BB,AAA,0.0,0.0
2012-01-01,public,BB,B,0.0,0.0
2012-01-01,public,BB,BB,0.0,1.0
2012-01-01,public,BB,BBB,0.0,0.0
2012-01-01,public,BB,C,0.0,0.0
2012-01-01,public,BB,D,0.0,0.0
2012-01-01,public,BBB,A,0.0,0.3435110017936208
2012-01-01,public,BBB,AAA,0.0,0.0
2012-01-01,public,BBB,B,0.0,0.0
2012-01-01,public,BBB,BB,0.0,0.0
2012-01-01,public,BBB,BBB,0.0,0.6564889982063792
2012-01-01,public,BBB,C,0.0,0.0
2012-01-01,public,BBB,D,0.0,0.0
2012-04-01,public,A,A,1.0,0.9809809274578258
2012-04-01,public,A,AAA,0.0,0.005743561771732741
2012-04-01,public,A,B,0.0,0.0
2012-04-01,public,A,BB,0.0,0.0
2012-04-01,public,A,BBB,0.0,0.013275510770441375
2012-04-01,public,A,C,0.0,0.0
2012-04-01,public,A,D,0.0,0.0
2012-04-01,public,AAA,A,0.0,0.01297112320838966
2012-04-01,public,AAA,AAA,1.0,0.9870288767916103
2012-04-01,public,AAA,B,0.0,0.0
2012-04-01,public,AAA,BB,0.0,0.0
2012-04-01,public,AAA,BBB,0.0,0.0
2012-04-01,public,AAA,C,0.0,0.0
2012-04-01,public,AAA,D,0.0,0.0
2012-04-01,public,BB,A,0.0,0.0
2012-04-01,public,BB,AAA,0.0,0.0
2012-04-01,public,BB,B,0.0,0.0
2012-04-01,public,BB,BB,1.0,1.0
2012-04-01,public,BB,BBB,0.0,0.0
2012-04-01,public,BB,C,0.0,0.0
2012-04-01,public,BB,D,0.0,0.0
2012-04-01,public,BBB,A,0.0,0.01780720373703637
2012-04-01,public,BBB,AAA,0.0,0.0
2012-04-01,public,BBB,B,0.0,0.0
2012-04-01,public,BBB,BB,0.0,0.0
2012-04-01,public,BBB,BBB,1.0,0.9821927962629636
2012-04-01,public,BBB,C,0.0,0.0
2012-04-01,public,BBB,D,0.0,0.0
2012-07-01,public,A,A,1.0,0.9809809274578258
2012-07-01,public,A,AAA,0.0,0.005743561771732741
2012-07-01,public,A,B,0.0,0.0
2012-07-01,public,A,BB,0.0,0.0
2012-07-01,public,A,BBB,0.0,0.013275510770441375
2012-07-01,public,A,C,0.0,0.0
2012-07-01,public,A,D,0.0,0.0
2012-07-01,public,AAA,A,0.0,0.01297112320838966
2012-07-01,public,AAA,AAA,1.0,0.9870288767916103
2012-07-01,public,AAA,B,0.0,0.0
2012-07-01,public,AAA,BB,0.0,0.0
2012-07-01,public,AAA,BBB,0.0,0.0
2012-07-01,public,AAA,C,0.0,0.0
2012-07-01,public,AAA,D,0.0,0.0
2012-07-01,public,BB,A,0.0,0.0
2012-07-01,public,BB,AAA,0.0,0.0
2012-07-01,public,BB,B,0.0,0.0
2012-07-01,public,BB,BB,1.0,1.0
2012-07-01,public,BB,BBB,0.0,0.0
2012-07-01,public,BB,C,0.0,0.0
2012-07-01,public,BB,D,0.0,0.0
2012-07-01,public,BBB,A,0.0,0.01780720373703637
2012-07-01,public,BBB,AAA,0.0,0.0
2012-07-01,public,BBB,B,0.0,0.0
2012-07-01,public,BBB,BB,0.0,0.0
2012-07-01,public,BBB,BBB,1.0,0.9821927962629636
2012-07-01,public,BBB,C,0.0,0.0
2012-07-01,public,BBB,D,0.0,0.0
2012-10-01,public,A,A,1.0,0.9809809274578258
2012-10-01,public,A,AAA,0.0,0.005743561771732741
2012-10-01,public,A,B,0.0,0.0
2012-10-01,public,A,BB,0.0,0.0
2012-10-01,public,A,BBB,0.0,0.013275510770441375
2012-10-01,public,A,C,0.0,0.0
2012-10-01,public,A,D,0.0,0.0
2012-10-01,public,AAA,A,0.0,0.01297112320838966
2012-10-01,public,AAA,AAA,1.0,0.9870288767916103
2012-10-01,public,AAA,B,0.0,0.0
2012-10-01,public,AAA,BB,0.0,0.0
2012-10-01,public,AAA,BBB,0.0,0.0
2012-10-01,public,AAA,C,0.0,0.0
2012-10-01,public,AAA,D,0.0,0.0
2012-10-01,public,BB,A,0.0,0.0
2012-10-01,public,BB,AAA,0.0,0.0
2012-10-01,public,BB,B,0.0,0.0
2012-10-01,public,BB,BB,1.0,1.0
2012-10-01,public,BB,BBB,0.0,0.0
2012-10-01,public,BB,C,0.0,0.0
2012-10-01,public,BB,D,0.0,0.0
2012-10-01,public,BBB,A,0.0,0.01780720373703637
2012-10-01,public,BBB,AAA,0.0,0.0
2012-10-01,public,BBB,B,0.0,0.0
2012-10-01,public,BBB,BB,0.0,0.0
2012-10-01,public,BBB,BBB,1.0,0.9821927962629636
2012-10-01,public,BBB,C,0.0,0.0
2012-10-01,public,BBB,D,0.0,0.0
2013-01-01,public,A,A,1.0,0.9809809274578258
2013-01-01,public,A,AAA,0.0,0.005743561771732741
2013-01-01,public,A,B,0.0,0.0
2013-01-01,public,A,BB,0.0,0.0
2013-01-01,public,A,BBB,0.0,0.013275510770441375
2013-01-01,public,A,C,0.0,0.0
2013-01-01,public,A,D,0.0,0.0
2013-01-01,public,AAA,A,0.0,0.01297112320838966
2013-01-01,public,AAA,AAA,1.0,0.9870288767916103
2013-01-01,public,AAA,B,0.0,0.0
2013-01-01,public,AAA,BB,0.0,0.0
2013-01-01,public,AAA,BBB,0.0,0.0
2013-01-01,public,AAA,C,0.0,0.0
2013-01-01,public,AAA,D,0.0,0.0
2013-01-01,public,BB,A,0.0,0.0
2013-01-01,public,BB,AAA,0.0,0.0
2013-01-01,public,BB,B,0.0,0.0
2013-01-01,public,BB,BB,1.0,1.0
2013-01-01,public,BB,BBB,0.0,0.0
2013-01-01,public,BB,C,0.0,0.0
2013-01-01,public,BB,D,0.0,0.0
2013-01-01,public,BBB,A,0.0,0.01780720373703637
2013-01-01,public,BBB,AAA,0.0,0.0
2013-01-01,public,BBB,B,0.0,0.0
2013-01-01,public,BBB,BB,0.0,0.0
2013-01-01,public,BBB,BBB,1.0,0.9821927962629636
2013-01-01,public,BBB,C,0.0,0.0
2013-01-01,public,BBB,D,0.0,0.0
2013-04-01,public,A,A,0.8333333333333334,0.9153301848513887
2013-04-01,public,A,AAA,0.0,0.0003774667981727431
2013-04-01,public,A,B,0.0,0.0
2013-04-01,public,A,BB,0.0,0.0
2013-04-01,public,A,BBB,0.16666666666666666,0.08429234835043853
2013-04-01,public,A,C,0.0,0.0
2013-04-01,public,A,D,0.0,0.0
2013-04-01,public,AAA,A,0.0,0.08290627583498833
2013-04-01,public,AAA,AAA,1.0,0.9170937241650117
2013-04-01,public,AAA,B,0.0,0.0
2013-04-01,public,AAA,BB,0.0,0.0
2013-04-01,public,AAA,BBB,0.0,0.0
2013-04-01,public,AAA,C,0.0,0.0
2013-04-01,public,AAA,D,0.0,0.0
2013-04-01,public,BB,A,0.0,0.0
2013-04-01,public,BB,AAA,0.0,0.0
2013-04-01,public,BB,B,0.0,0.0
2013-04-01,public,BB,BB,1.0,1.0
2013-04-01,public,BB,BBB,0.0,0.0
2013-04-01,public,BB,C,0.0,0.0
2013-04-01,public,BB,D,0.0,0.0
2013-04-01,public,BBB,A,0.0,0.0016273809039506482
2013-04-01,public,BBB,AAA,0.0,0.0
2013-04-01,public,BBB,B,0.0,0.0
2013-04-01,public,BBB,BB,0.0,0.0
2013-04-01,public,BBB,BBB,1.0,0.9983726190960494
2013-04-01,public,BBB,C,0.0,0.0
2013-04-01,public,BBB,D,0.0,0.0
2013-07-01,public,A,A,0.8333333333333334,0.9153301848513887
2013-07-01,public,A,AAA,0.0,0.0003774667981727431
2013-07-01,public,A,B,0.0,0.0
2013-07-01,public,A,BB,0.0,0.0
2013-07-01,public,A,BBB,0.16666666666666666,0.08429234835043853
2013-07-01,public,A,C,0.0,0.0
2013-07-01,public,A,D,0.0,0.0
2013-07-01,public,AAA,A,0.0,0.08290627583498833
2013-07-01,public,AAA,AAA,1.0,0.9170937241650117
2013-07-01,public,AAA,B,0.0,0.0
2013-07-01,public,AAA,BB,0.0,0.0
2013-07-01,public,AAA,BBB,0.0,0.0
2013-07-01,public,AAA,C,0.0,0.0
2013-07-01,public,AAA,D,0.0,0.0
2013-07-01,public,BB,A,0.0,0.0
2013-07-01,public,BB,AAA,0.0,0.0
2013-07-01,public,BB,B,0.0,0.0
2013-07-01,public,BB,BB,1.0,1.0
2013-07-01,public,BB,BBB,0.0,0.0
2013-07-01,public,BB,C,0.0,0.0
2013-07-01,public,BB,D,0.0,0.0
2013-07-01,public,BBB,A,0.0,0.0016273809039506482
2013-07-01,public,BBB,AAA,0.0,0.0
2013-07-01,public,BBB,B,0.0,0.0
2013-07-01,public,BBB,BB,0.0,0.0
2013-07-01,public,BBB,BBB,1.0,0.9983726190960494
2013-07-01,public,BBB,C,0.0,0.0
2013-07-01,public,BBB,D,0.0,0.0
2013-10-01,public,A,A,0.8333333333333334,0.9153301848513887
2013-10-01,public,A,AAA,0.0,0.0003774667981727431
2013-10-01,public,A,B,0.0,0.0
2013-10-01,public,A,BB,0.0,0.0
2013-10-01,public,A,BBB,0.16666666666666666,0.08429234835043853
2013-10-01,public,A,C,0.0,0.0
2013-10-01,public,A,D,0.0,0.0
2013-10-01,public,AAA,A,0.0,0.08290627583498833
2013-10-01,public,AAA,AAA,1.0,0.9170937241650117
2013-10-01,public,AAA,B,0.0,0.0
2013-10-01,public,AAA,BB,0.0,0.0
2013-10-01,public,AAA,BBB,0.0,0.0
2013-10-01,public,AAA,C,0.0,0.0
2013-10-01,public,AAA,D,0.0,0.0
2013-10-01,public,BB,A,0.0,0.0
2013-10-01,public,BB,AAA,0.0,0.0
2013-10-01,public,BB,B,0.0,0.0
2013-10-01,public,BB,BB,1.0,1.0
2013-10-01,public,BB,BBB,0.0,0.0
2013-10-01,public,BB,C,0.0,0.0
2013-10-01,public,BB,D,0.0,0.0
2013-10-01,public,BBB,A,0.0,0.0016273809039506482
2013-10-01,public,BBB,AAA,0.0,0.0
2013-10-01,public,BBB,B,0.0,0.0
2013-10-01,public,BBB,BB,0.0,0.0
2013-10-01,public,BBB,BBB,1.0,0.9983726190960494
2013-10-01,public,BBB,C,0.0,0.0
2013-10-01,public,BBB,D,0.0,0.0
2014-01-01,public,A,A,0.8571428571428571,0.9272881004992303
2014-01-01,public,A,AAA,0.0,0.0005080986743585258
2014-01-01,public,A,B,0.0,0.0
2014-01-01,public,A,BB,0.0,0.0
2014-01-01,public,A,BBB,0.14285714285714285,0.07220380082641116
2014-01-01,public,A,C,0.0,0.0
2014-01-01,public,A,D,0.0,0.0
2014-01-01,public,AAA,A,0.0,0.07097176548606178
2014-01-01,public,AAA,AAA,1.0,0.9290282345139382
2014-01-01,public,AAA,B,0.0,0.0
2014-01-01,public,AAA,BB,0.0,0.0
2014-01-01,public,AAA,BBB,0.0,0.0
2014-01-01,public,AAA,C,0.0,0.0
2014-01-01,public,AAA,D,0.0,0.0
2014-01-01,public,BB,A,0.0,0.0
2014-01-01,public,BB,AAA,0.0,0.0
2014-01-01,public,BB,B,0.0,0.0
2014-01-01,public,BB,BB,1.0,1.0
2014-01-01,public,BB,BBB,0.0,0.0
2014-01-01,public,BB,C,0.0,0.0
2014-01-01,public,BB,D,0.0,0.0
2014-01-01,public,BBB,A,0.0,0.0021196345690223106
2014-01-01,public,BBB,AAA,0.0,0.0
2014-01-01,public,BBB,B,0.0,0.0
2014-01-01,public,BBB,BB,0.0,0.0
2014-01-01,public,BBB,BBB,1.0,0.9978803654309777
2014-01-01,public,BBB,C,0.0,0.0
2014-01-01,public,BBB,D,0.0,0.0
2014-04-01,public,A,A,1.0,0.9809809274578258
2014-04-01,public,A,AAA,0.0,0.005743561771732741
2014-04-01,public,A,B,0.0,0.0
2014-04-01,public,A,BB,0.0,0.0
2014-04-01,public,A,BBB,0.0,0.013275510770441375
2014-04-01,public,A,C,0.0,0.0
2014-04-01,public,A,D,0.0,0.0
2014-04-01,public,AAA,A,0.0,0.01297112320838966
2014-04-01,public,AAA,AAA,1.0,0.9870288767916103
2014-04-01,public,AAA,B,0.0,0.0
2014-04-01,public,AAA,BB,0.0,0.0
2014-04-01,public,AAA,BBB,0.0,0.0
2014-04-01,public,AAA,C,0.0,0.0
2014-04-01,public,AAA,D,0.0,0.0
2014-04-01,public,BB,A,0.0,0.0
2014-04-01,public,BB,AAA,0.0,0.0
2014-04-01,public,BB,B,0.0,0.0
2014-04-01,public,BB,BB,1.0,1.0
2014-04-01,public,BB,BBB,0.0,0.0
2014-04-01,public,BB,C,0.0,0.0
2014-04-01,public,BB,D,0.0,0.0
2014-04-01,public,BBB,A,0.0,0.01780720373703637
2014-04-01,public,BBB,AAA,0.0,0.0
2014-04-01,public,BBB,B,0.0,0.0
2014-04-01,public,BBB,BB,0.0,0.0
2014-04-01,public,BBB,BBB,1.0,0.9821927962629636
2014-04-01,public,BBB,C,0.0,0.0
2014-04-01,public,BBB,D,0.0,0.0
2014-07-01,public,A,A,1.0,0.9365211713980669
2014-07-01,public,A,AAA,0.0,0.0006542955481813051
2014-07-01,public,A,B,0.0,0.0
2014-07-01,public,A,BB,0.0,0.0
2014-07-01,public,A,BBB,0.0,0.06282453305375177
2014-07-01,public,A,C,0.0,0.0
2014-07-01,public,A,D,0.0,0.0
2014-07-01,public,AAA,A,0.125,0.06171848469078299
2014-07-01,public,AAA,AAA,0.875,0.938281515309217
2014-07-01,public,AAA,B,0.0,0.0
2014-07-01,public,AAA,BB,0.0,0.0
2014-07-01,public,AAA,BBB,0.0,0.0
2014-07-01,public,AAA,C,0.0,0.0
2014-07-01,public,AAA,D,0.0,0.0
2014-07-01,public,BB,A,0.0,0.0
2014-07-01,public,BB,AAA,0.0,0.0
2014-07-01,public,BB,B,0.0,0.0
2014-07-01,public,BB,BB,1.0,1.0
2014-07-01,public,BB,BBB,0.0,0.0
2014-07-01,public,BB,C,0.0,0.0
2014-07-01,public,BB,D,0.0,0.0
2014-07-01,public,BBB,A,0.0,0.002652779202210409
2014-07-01,public,BBB,AAA,0.0,0.0
2014-07-01,public,BBB,B,0.0,0.0
2014-07-01,public,BBB,BB,0.0,0.0
2014-07-01,public,BBB,BBB,1.0,0.9973472207977896
2014-07-01,public,BBB,C,0.0,0.0
2014-07-01,public,BBB,D,0.0,0.0
2014-10-01,public,A,A,1.0,0.9365211713980669
2014-10-01,public,A,AAA,0.0,0.0006542955481813051
2014-10-01,public,A,B,0.0,0.0
2014-10-01,public,A,BB,0.0,0.0
2014-10-01,public,A,BBB,0.0,0.06282453305375177
2014-10-01,public,A,C,0.0,0.0
2014-10-01,public,A,D,0.0,0.0
2014-10-01,public,AAA,A,0.125,0.06171848469078299
2014-10-01,public,AAA,AAA,0.875,0.938281515309217
2014-10-01,public,AAA,B,0.0,0.0
2014-10-01,public,AAA,BB,0.0,0.0
2014-10-01,public,AAA,BBB,0.0,0.0
2014-10-01,public,AAA,C,0.0,0.0
2014-10-01,public,AAA,D,0.0,0.0
2014-10-01,public,BB,A,0.0,0.0
2014-10-01,public,BB,AAA,0.0,0.0
2014-10-01,public,BB,B,0.0,0.0
2014-10-01,public,BB,BB,1.0,1.0
2014-10-01,public,BB,BBB,0.0,0.0
2014-10-01,public,BB,C,0.0,0.0
2014-10-01,public,BB,D,0.0,0.0
2014-10-01,public,BBB,A,0.0,0.002652779202210409
2014-10-01,public,BBB,AAA,0.0,0.0
2014-10-01,public,BBB,B,0.0,0.0
2014-10-01,public,BBB,BB,0.0,0.0
2014-10-01,public,BBB,BBB,1.0,0.9973472207977896
2014-10-01,public,BBB,C,0.0,0.0
2014-10-01,public,BBB,D,0.0,0.0
2015-01-01,public,A,A,1.0,0.9365211713980669
2015-01-01,public,A,AAA,0.0,0.0006542955481813051
2015-01-01,public,A,B,0.0,0.0
2015-01-01,public,A,BB,0.0,0.0
2015-01-01,public,A,BBB,0.0,0.06282453305375177
2015-01-01,public,A,C,0.0,0.0
2015-01-01,public,A,D,0.0,0.0
2015-01-01,public,AAA,A,0.125,0.06171848469078299
2015-01-01,public,AAA,AAA,0.875,0.938281515309217
2015-01-01,public,AAA,B,0.0,0.0
2015-01-01,public,AAA,BB,0.0,0.0
2015-01-01,public,AAA,BBB,0.0,0.0
2015-01-01,public,AAA,C,0.0,0.0
2015-01-01,public,AAA,D,0.0,0.0
2015-01-01,public,BB,A,0.0,0.0
2015-01-01,public,BB,AAA,0.0,0.0
2015-01-01,public,BB,B,0.0,0.0
2015-01-01,public,BB,BB,1.0,1.0
2015-01-01,public,BB,BBB,0.0,0.0
2015-01-01,public,BB,C,0.0,0.0
2015-01-01,public,BB,D,0.0,0.0
2015-01-01,public,BBB,A,0.0,0.002652779202210409
2015-01-01,public,BBB,AAA,0.0,0.0
2015-01-01,public,BBB,B,0.0,0.0
2015-01-01,public,BBB,BB,0.0,0.0
2015-01-01,public,BBB,BBB,1.0,0.9973472207977896
2015-01-01,public,BBB,C,0.0,0.0
2015-01-01,public,BBB,D,0.0,0.0
2015-04-01,public,A,A,1.0,0.9365211713980669
2015-04-01,public,A,AAA,0.0,0.0006542955481813051
2015-04-01,public,A,B,0.0,0.0
2015-04-01,public,A,BB,0.0,0.0
2015-04-01,public,A,BBB,0.0,0.06282453305375177
2015-04-01,public,A,C,0.0,0.0
2015-04-01,public,A,D,0.0,0.0
2015-04-01,public,AAA,A,0.125,0.06171848469078299
2015-04-01,public,AAA,AAA,0.875,0.938281515309217
2015-04-01,public,AAA,B,0.0,0.0
2015-04-01,public,AAA,BB,0.0,0.0
2015-04-01,public,AAA,BBB,0.0,0.0
2015-04-01,public,AAA,C,0.0,0.0
2015-04-01,public,AAA,D,0.0,0.0
2015-04-01,public,BB,A,0.0,0.0
2015-04-01,public,BB,AAA,0.0,0.0
2015-04-01,public,BB,B,0.0,0.0
2015-04-01,public,BB,BB,1.0,1.0
2015-04-01,public,BB,BBB,0.0,0.0
2015-04-01,public,BB,C,0.0,0.0
2015-04-01,public,BB,D,0.0,0.0
2015-04-01,public,BBB,A,0.0,0.002652779202210409
2015-04-01,public,BBB,AAA,0.0,0.0
2015-04-01,public,BBB,B,0.0,0.0
2015-04-01,public,BBB,BB,0.0,0.0
2015-04-01,public,BBB,BBB,1.0,0.9973472207977896
2015-04-01,public,BBB,C,0.0,0.0
2015-04-01,public,BBB,D,0.0,0.0
2015-07-01,public,A,A,0.8571428571428571,0.9272881004992303
2015-07-01,public,A,AAA,0.0,0.0005080986743585258
2015-07-01,public,A,B,0.0,0.0
2015-07-01,public,A,BB,0.0,0.0
2015-07-01,public,A,BBB,0.14285714285714285,0.07220380082641116
2015-07-01,public,A,C,0.0,0.0
2015-07-01,public,A,D,0.0,0.0
2015-07-01,public,AAA,A,0.0,0.07097176548606178
2015-07-01,public,AAA,AAA,1.0,0.9290282345139382
2015-07-01,public,AAA,B,0.0,0.0
2015-07-01,public,AAA,BB,0.0,0.0
2015-07-01,public,AAA,BBB,0.0,0.0
